Vardas              Pavarde             ND1    ND2    ND3    ND4    ND5    Egz.   
Vardas6866          Pavarde6866         7      8      2      7      8      7      
Vardas6867          Pavarde6867         4      5      8      1      8      1      
Vardas6868          Pavarde6868         2      10     3      9      9      8      
Vardas6869          Pavarde6869         8      2      3      7      5      9      
Vardas6870          Pavarde6870         6      10     6      9      9      1      
Vardas6871          Pavarde6871         6      1      8      6      9      10     
Vardas6872          Pavarde6872         8      7      1      4      5      8      
Vardas6873          Pavarde6873         3      7      7      5      9      7      
Vardas6874          Pavarde6874         9      6      3      7      6      9      
Vardas6875          Pavarde6875         9      4      9      6      4      4      
Vardas6876          Pavarde6876         2      10     1      8      8      10     
Vardas6877          Pavarde6877         2      4      9      2      6      3      
Vardas6878          Pavarde6878         2      4      10     10     6      3      
Vardas6879          Pavarde6879         9      10     9      9      9      6      
Vardas6880          Pavarde6880         9      8      4      9      7      9      
Vardas6881          Pavarde6881         8      8      7      8      2      10     
Vardas6882          Pavarde6882         9      3      7      2      10     7      
Vardas6883          Pavarde6883         6      9      3      8      5      6      
Vardas6884          Pavarde6884         6      4      6      4      8      9      
Vardas6885          Pavarde6885         10     4      9      5      8      4      
Vardas6886          Pavarde6886         3      5      8      6      4      2      
Vardas6887          Pavarde6887         6      5      5      3      8      4      
Vardas6888          Pavarde6888         10     4      1      6      4      2      
Vardas6889          Pavarde6889         8      1      8      6      2      7      
Vardas6890          Pavarde6890         9      3      10     3      7      10     
Vardas6891          Pavarde6891         6      3      7      7      2      4      
Vardas6892          Pavarde6892         4      2      10     10     5      7      
Vardas6893          Pavarde6893         7      9      3      9      2      5      
Vardas6894          Pavarde6894         6      7      9      5      5      9      
Vardas6895          Pavarde6895         4      9      8      4      10     5      
Vardas6896          Pavarde6896         7      8      2      5      5      7      
Vardas6897          Pavarde6897         10     8      8      4      1      9      
Vardas6898          Pavarde6898         3      6      9      4      1      5      
Vardas6899          Pavarde6899         3      2      8      10     7      4      
Vardas6900          Pavarde6900         7      7      3      6      2      8      
Vardas6901          Pavarde6901         4      3      8      7      9      8      
Vardas6902          Pavarde6902         9      5      9      1      1      5      
Vardas6903          Pavarde6903         6      10     3      1      6      5      
Vardas6904          Pavarde6904         1      2      4      1      3      2      
Vardas6905          Pavarde6905         4      8      9      4      2      1      
Vardas6906          Pavarde6906         8      1      3      5      10     3      
Vardas6907          Pavarde6907         9      4      6      6      4      7      
Vardas6908          Pavarde6908         5      5      1      7      9      5      
Vardas6909          Pavarde6909         3      9      6      6      8      5      
Vardas6910          Pavarde6910         2      7      5      10     8      3      
Vardas6911          Pavarde6911         7      2      3      8      4      1      
Vardas6912          Pavarde6912         10     3      4      8      8      1      
Vardas6913          Pavarde6913         1      3      1      3      3      4      
Vardas6914          Pavarde6914         9      3      4      7      2      1      
Vardas6915          Pavarde6915         2      8      9      8      4      10     
Vardas6916          Pavarde6916         2      6      7      3      1      5      
Vardas6917          Pavarde6917         8      6      5      3      1      5      
Vardas6918          Pavarde6918         10     1      10     1      1      2      
Vardas6919          Pavarde6919         6      5      8      4      9      2      
Vardas6920          Pavarde6920         8      8      4      5      1      2      
Vardas6921          Pavarde6921         6      7      6      6      2      7      
Vardas6922          Pavarde6922         10     2      8      4      5      6      
Vardas6923          Pavarde6923         2      8      7      8      6      7      
Vardas6924          Pavarde6924         5      5      4      8      10     6      
Vardas6925          Pavarde6925         5      2      10     1      6      2      
Vardas6926          Pavarde6926         3      9      3      8      7      3      
Vardas6927          Pavarde6927         9      1      4      8      3      4      
Vardas6928          Pavarde6928         3      4      9      5      6      8      
Vardas6929          Pavarde6929         1      3      10     4      10     10     
Vardas6930          Pavarde6930         7      8      4      4      1      1      
Vardas6931          Pavarde6931         8      4      1      4      4      7      
Vardas6932          Pavarde6932         4      7      1      6      10     6      
Vardas6933          Pavarde6933         8      5      3      10     4      4      
Vardas6934          Pavarde6934         4      1      6      7      5      10     
Vardas6935          Pavarde6935         7      4      4      3      7      5      
Vardas6936          Pavarde6936         8      7      1      3      7      7      
Vardas6937          Pavarde6937         4      6      7      7      2      9      
Vardas6938          Pavarde6938         5      9      9      1      1      4      
Vardas6939          Pavarde6939         4      6      5      7      4      7      
Vardas6940          Pavarde6940         8      8      5      4      9      1      
Vardas6941          Pavarde6941         9      8      8      10     2      3      
Vardas6942          Pavarde6942         3      3      1      7      9      5      
Vardas6943          Pavarde6943         2      3      2      3      1      10     
Vardas6944          Pavarde6944         7      3      8      6      10     3      
Vardas6945          Pavarde6945         1      3      3      2      5      3      
Vardas6946          Pavarde6946         9      5      6      10     10     9      
Vardas6947          Pavarde6947         5      3      6      4      2      3      
Vardas6948          Pavarde6948         10     8      8      10     1      4      
Vardas6949          Pavarde6949         2      8      2      7      9      10     
Vardas6950          Pavarde6950         1      2      4      6      5      7      
Vardas6951          Pavarde6951         2      7      6      6      6      3      
Vardas6952          Pavarde6952         5      10     6      10     2      7      
Vardas6953          Pavarde6953         10     10     8      4      8      10     
Vardas6954          Pavarde6954         3      3      5      2      3      8      
Vardas6955          Pavarde6955         2      4      8      1      3      8      
Vardas6956          Pavarde6956         8      6      8      6      8      9      
Vardas6957          Pavarde6957         3      6      7      4      9      1      
Vardas6958          Pavarde6958         8      1      2      10     1      3      
Vardas6959          Pavarde6959         1      2      4      10     1      9      
Vardas6960          Pavarde6960         9      1      4      7      5      6      
Vardas6961          Pavarde6961         4      5      4      10     8      2      
Vardas6962          Pavarde6962         8      6      9      9      3      2      
Vardas6963          Pavarde6963         9      10     4      4      6      8      
Vardas6964          Pavarde6964         10     7      9      2      10     1      
Vardas6965          Pavarde6965         4      8      3      1      6      3      
Vardas6966          Pavarde6966         6      1      2      5      6      5      
Vardas6967          Pavarde6967         1      6      9      6      7      2      
Vardas6968          Pavarde6968         1      10     7      1      10     9      
Vardas6969          Pavarde6969         7      7      5      1      2      1      
Vardas6970          Pavarde6970         7      6      2      6      8      7      
Vardas6971          Pavarde6971         3      6      2      5      2      10     
Vardas6972          Pavarde6972         2      8      4      4      4      8      
Vardas6973          Pavarde6973         5      8      4      4      7      8      
Vardas6974          Pavarde6974         6      4      8      10     4      5      
Vardas6975          Pavarde6975         9      5      2      3      4      8      
Vardas6976          Pavarde6976         7      5      9      3      1      3      
Vardas6977          Pavarde6977         3      10     4      10     2      8      
Vardas6978          Pavarde6978         5      5      3      1      3      3      
Vardas6979          Pavarde6979         3      5      8      5      2      4      
Vardas6980          Pavarde6980         3      3      4      1      5      4      
Vardas6981          Pavarde6981         3      3      5      9      3      6      
Vardas6982          Pavarde6982         8      3      3      2      6      7      
Vardas6983          Pavarde6983         10     10     5      9      4      8      
Vardas6984          Pavarde6984         5      1      2      1      7      7      
Vardas6985          Pavarde6985         7      7      10     6      3      10     
Vardas6986          Pavarde6986         9      10     4      4      9      5      
Vardas6987          Pavarde6987         9      8      5      2      9      7      
Vardas6988          Pavarde6988         5      9      5      1      6      4      
Vardas6989          Pavarde6989         9      8      4      9      1      5      
Vardas6990          Pavarde6990         4      6      3      8      9      1      
Vardas6991          Pavarde6991         4      5      1      6      6      3      
Vardas6992          Pavarde6992         9      10     7      8      3      1      
Vardas6993          Pavarde6993         5      4      9      1      5      5      
Vardas6994          Pavarde6994         9      10     6      2      7      4      
Vardas6995          Pavarde6995         7      9      9      1      9      9      
Vardas6996          Pavarde6996         10     5      9      8      4      8      
Vardas6997          Pavarde6997         4      4      10     4      10     6      
Vardas6998          Pavarde6998         10     4      1      3      1      10     
Vardas6999          Pavarde6999         10     2      9      7      7      5      
Vardas7000          Pavarde7000         9      7      1      9      5      7      
Vardas7001          Pavarde7001         1      3      1      4      5      10     
Vardas7002          Pavarde7002         8      10     1      7      1      4      
Vardas7003          Pavarde7003         8      6      10     10     9      4      
Vardas7004          Pavarde7004         10     9      9      1      5      6      
Vardas7005          Pavarde7005         4      4      2      8      5      7      
Vardas7006          Pavarde7006         5      4      2      9      5      4      
Vardas7007          Pavarde7007         4      7      9      5      7      10     
Vardas7008          Pavarde7008         7      6      4      7      4      7      
Vardas7009          Pavarde7009         7      2      4      6      2      2      
Vardas7010          Pavarde7010         3      6      5      3      7      7      
Vardas7011          Pavarde7011         3      6      6      3      7      3      
Vardas7012          Pavarde7012         9      9      5      6      6      8      
Vardas7013          Pavarde7013         6      3      10     6      5      8      
Vardas7014          Pavarde7014         4      10     4      8      4      9      
Vardas7015          Pavarde7015         10     8      5      7      7      7      
Vardas7016          Pavarde7016         5      3      7      3      10     9      
Vardas7017          Pavarde7017         8      2      3      3      4      1      
Vardas7018          Pavarde7018         9      1      6      4      2      1      
Vardas7019          Pavarde7019         5      10     10     9      7      7      
Vardas7020          Pavarde7020         3      1      7      9      8      9      
Vardas7021          Pavarde7021         1      4      3      1      8      7      
Vardas7022          Pavarde7022         9      8      4      4      7      8      
Vardas7023          Pavarde7023         1      9      4      8      9      9      
Vardas7024          Pavarde7024         7      9      7      9      2      8      
Vardas7025          Pavarde7025         9      4      8      1      1      8      
Vardas7026          Pavarde7026         3      4      8      3      7      9      
Vardas7027          Pavarde7027         3      8      7      8      4      1      
Vardas7028          Pavarde7028         8      5      7      1      9      9      
Vardas7029          Pavarde7029         2      9      6      5      3      3      
Vardas7030          Pavarde7030         6      8      4      6      7      8      
Vardas7031          Pavarde7031         1      10     5      3      8      8      
Vardas7032          Pavarde7032         9      8      4      4      1      5      
Vardas7033          Pavarde7033         5      5      4      8      2      5      
Vardas7034          Pavarde7034         5      8      1      4      9      3      
Vardas7035          Pavarde7035         8      7      9      8      5      8      
Vardas7036          Pavarde7036         6      3      5      7      3      3      
Vardas7037          Pavarde7037         3      7      4      7      6      8      
Vardas7038          Pavarde7038         9      9      1      2      3      6      
Vardas7039          Pavarde7039         7      3      6      10     3      6      
Vardas7040          Pavarde7040         9      5      1      2      10     10     
Vardas7041          Pavarde7041         3      3      2      7      6      8      
Vardas7042          Pavarde7042         6      2      5      8      3      8      
Vardas7043          Pavarde7043         2      9      5      7      2      2      
Vardas7044          Pavarde7044         7      2      3      10     2      2      
Vardas7045          Pavarde7045         2      1      6      6      1      6      
Vardas7046          Pavarde7046         9      7      3      10     5      8      
Vardas7047          Pavarde7047         10     4      9      3      3      6      
Vardas7048          Pavarde7048         1      1      9      2      2      10     
Vardas7049          Pavarde7049         4      2      6      3      6      10     
Vardas7050          Pavarde7050         9      5      4      3      4      6      
Vardas7051          Pavarde7051         1      1      8      4      6      4      
Vardas7052          Pavarde7052         3      2      9      1      9      8      
Vardas7053          Pavarde7053         6      10     4      4      5      3      
Vardas7054          Pavarde7054         10     10     8      2      7      7      
Vardas7055          Pavarde7055         10     9      5      4      5      4      
Vardas7056          Pavarde7056         7      9      5      7      10     8      
Vardas7057          Pavarde7057         3      9      1      8      10     10     
Vardas7058          Pavarde7058         10     3      4      5      9      7      
Vardas7059          Pavarde7059         6      2      9      10     7      2      
Vardas7060          Pavarde7060         8      8      9      10     3      3      
Vardas7061          Pavarde7061         1      6      5      2      3      1      
Vardas7062          Pavarde7062         2      9      8      10     7      9      
Vardas7063          Pavarde7063         5      2      9      6      1      2      
Vardas7064          Pavarde7064         3      7      4      2      1      1      
Vardas7065          Pavarde7065         10     7      1      6      8      4      
Vardas7066          Pavarde7066         8      4      7      5      10     9      
Vardas7067          Pavarde7067         8      1      8      7      10     7      
Vardas7068          Pavarde7068         1      7      3      4      9      8      
Vardas7069          Pavarde7069         9      1      8      7      7      7      
Vardas7070          Pavarde7070         3      5      3      1      3      8      
Vardas7071          Pavarde7071         6      3      10     8      1      10     
Vardas7072          Pavarde7072         10     9      7      5      10     5      
Vardas7073          Pavarde7073         3      3      5      10     5      4      
Vardas7074          Pavarde7074         10     6      1      7      7      10     
Vardas7075          Pavarde7075         2      4      7      6      9      7      
Vardas7076          Pavarde7076         1      3      4      10     8      6      
Vardas7077          Pavarde7077         9      1      9      9      6      3      
Vardas7078          Pavarde7078         5      9      10     7      5      8      
Vardas7079          Pavarde7079         4      2      6      6      3      4      
Vardas7080          Pavarde7080         10     5      6      5      9      2      
Vardas7081          Pavarde7081         8      7      4      4      7      5      
Vardas7082          Pavarde7082         5      4      1      4      2      5      
Vardas7083          Pavarde7083         5      9      1      9      1      2      
Vardas7084          Pavarde7084         9      9      5      4      8      4      
Vardas7085          Pavarde7085         5      2      4      7      7      10     
Vardas7086          Pavarde7086         2      8      3      9      6      7      
Vardas7087          Pavarde7087         4      4      1      4      9      2      
Vardas7088          Pavarde7088         10     5      7      7      4      8      
Vardas7089          Pavarde7089         10     6      7      4      5      9      
Vardas7090          Pavarde7090         4      1      8      3      7      5      
Vardas7091          Pavarde7091         1      4      5      1      6      4      
Vardas7092          Pavarde7092         5      1      6      1      10     8      
Vardas7093          Pavarde7093         8      3      3      4      9      3      
Vardas7094          Pavarde7094         5      10     4      9      9      7      
Vardas7095          Pavarde7095         9      6      3      10     7      1      
Vardas7096          Pavarde7096         1      9      8      2      1      3      
Vardas7097          Pavarde7097         9      2      5      2      1      6      
Vardas7098          Pavarde7098         10     8      4      10     2      3      
Vardas7099          Pavarde7099         3      3      10     3      6      7      
Vardas7100          Pavarde7100         10     9      7      5      9      7      
Vardas7101          Pavarde7101         8      9      9      8      8      7      
Vardas7102          Pavarde7102         10     2      6      9      4      4      
Vardas7103          Pavarde7103         2      2      5      1      2      4      
Vardas7104          Pavarde7104         1      6      1      7      2      6      
Vardas7105          Pavarde7105         7      5      2      6      4      9      
Vardas7106          Pavarde7106         1      6      7      2      2      10     
Vardas7107          Pavarde7107         6      1      8      8      7      10     
Vardas7108          Pavarde7108         8      5      7      3      8      8      
Vardas7109          Pavarde7109         6      2      5      10     7      9      
Vardas7110          Pavarde7110         1      1      4      10     1      3      
Vardas7111          Pavarde7111         7      10     7      8      7      6      
Vardas7112          Pavarde7112         4      4      4      8      7      5      
Vardas7113          Pavarde7113         5      7      2      9      6      9      
Vardas7114          Pavarde7114         2      4      8      5      4      5      
Vardas7115          Pavarde7115         8      3      3      4      2      1      
Vardas7116          Pavarde7116         2      10     9      5      3      1      
Vardas7117          Pavarde7117         4      10     7      9      3      10     
Vardas7118          Pavarde7118         2      10     5      2      8      9      
Vardas7119          Pavarde7119         4      4      2      3      6      3      
Vardas7120          Pavarde7120         7      8      7      7      5      6      
Vardas7121          Pavarde7121         1      3      6      6      2      2      
Vardas7122          Pavarde7122         8      3      7      7      1      2      
Vardas7123          Pavarde7123         7      10     3      9      8      4      
Vardas7124          Pavarde7124         9      5      3      8      8      2      
Vardas7125          Pavarde7125         2      6      6      2      3      5      
Vardas7126          Pavarde7126         10     1      6      6      10     8      
Vardas7127          Pavarde7127         3      10     2      4      5      5      
Vardas7128          Pavarde7128         3      8      2      7      3      2      
Vardas7129          Pavarde7129         8      6      1      6      4      8      
Vardas7130          Pavarde7130         1      1      2      2      5      7      
Vardas7131          Pavarde7131         6      2      9      5      1      3      
Vardas7132          Pavarde7132         7      10     3      10     4      10     
Vardas7133          Pavarde7133         2      2      5      7      1      3      
Vardas7134          Pavarde7134         2      7      7      3      4      10     
Vardas7135          Pavarde7135         9      8      10     1      10     8      
Vardas7136          Pavarde7136         1      3      10     1      6      3      
Vardas7137          Pavarde7137         8      9      4      8      4      2      
Vardas7138          Pavarde7138         2      6      5      9      8      1      
Vardas7139          Pavarde7139         9      3      2      7      2      6      
Vardas7140          Pavarde7140         4      3      4      7      3      6      
Vardas7141          Pavarde7141         1      10     8      7      1      5      
Vardas7142          Pavarde7142         8      9      6      10     1      3      
Vardas7143          Pavarde7143         10     1      10     3      10     6      
Vardas7144          Pavarde7144         1      2      1      4      8      6      
Vardas7145          Pavarde7145         8      3      4      2      7      1      
Vardas7146          Pavarde7146         7      8      10     10     10     4      
Vardas7147          Pavarde7147         4      1      5      10     1      4      
Vardas7148          Pavarde7148         8      1      2      4      6      1      
Vardas7149          Pavarde7149         10     1      5      7      4      5      
Vardas7150          Pavarde7150         7      4      9      4      1      1      
Vardas7151          Pavarde7151         8      2      3      5      2      3      
Vardas7152          Pavarde7152         5      4      6      4      2      5      
Vardas7153          Pavarde7153         6      6      8      8      4      3      
Vardas7154          Pavarde7154         1      9      7      2      2      8      
Vardas7155          Pavarde7155         8      7      5      6      9      6      
Vardas7156          Pavarde7156         6      3      9      3      8      5      
Vardas7157          Pavarde7157         3      10     4      5      8      5      
Vardas7158          Pavarde7158         9      3      1      2      1      5      
Vardas7159          Pavarde7159         3      1      2      5      3      5      
Vardas7160          Pavarde7160         3      4      9      6      5      1      
Vardas7161          Pavarde7161         6      4      5      8      7      6      
Vardas7162          Pavarde7162         7      9      5      8      9      9      
Vardas7163          Pavarde7163         5      4      10     6      5      9      
Vardas7164          Pavarde7164         3      5      10     10     9      7      
Vardas7165          Pavarde7165         2      2      9      5      9      9      
Vardas7166          Pavarde7166         4      9      6      7      2      5      
Vardas7167          Pavarde7167         10     4      8      7      1      7      
Vardas7168          Pavarde7168         5      6      2      10     2      4      
Vardas7169          Pavarde7169         2      2      10     1      8      7      
Vardas7170          Pavarde7170         6      4      3      3      6      1      
Vardas7171          Pavarde7171         4      10     10     8      2      3      
Vardas7172          Pavarde7172         9      8      6      5      10     3      
Vardas7173          Pavarde7173         3      1      2      1      2      1      
Vardas7174          Pavarde7174         1      3      7      9      5      2      
Vardas7175          Pavarde7175         9      1      7      1      10     9      
Vardas7176          Pavarde7176         8      9      3      6      6      4      
Vardas7177          Pavarde7177         10     3      10     10     1      6      
Vardas7178          Pavarde7178         5      10     3      4      4      7      
Vardas7179          Pavarde7179         9      8      4      2      1      10     
Vardas7180          Pavarde7180         3      10     10     9      10     8      
Vardas7181          Pavarde7181         5      5      9      8      5      8      
Vardas7182          Pavarde7182         1      5      6      7      3      6      
Vardas7183          Pavarde7183         2      3      7      8      3      2      
Vardas7184          Pavarde7184         3      5      7      7      10     8      
Vardas7185          Pavarde7185         1      2      6      7      1      4      
Vardas7186          Pavarde7186         6      8      7      5      8      3      
Vardas7187          Pavarde7187         5      8      10     8      6      4      
Vardas7188          Pavarde7188         7      4      4      1      5      8      
Vardas7189          Pavarde7189         5      6      4      2      6      7      
Vardas7190          Pavarde7190         1      7      9      10     9      5      
Vardas7191          Pavarde7191         9      5      8      2      2      8      
Vardas7192          Pavarde7192         1      10     10     9      7      1      
Vardas7193          Pavarde7193         6      10     1      1      2      7      
Vardas7194          Pavarde7194         10     9      4      6      9      6      
Vardas7195          Pavarde7195         10     6      8      6      6      7      
Vardas7196          Pavarde7196         4      10     6      9      7      5      
Vardas7197          Pavarde7197         6      4      7      6      5      3      
Vardas7198          Pavarde7198         10     4      5      5      10     2      
Vardas7199          Pavarde7199         3      6      7      5      3      6      
Vardas7200          Pavarde7200         2      4      8      7      6      4      
Vardas7201          Pavarde7201         4      3      10     8      8      2      
Vardas7202          Pavarde7202         3      3      8      7      9      2      
Vardas7203          Pavarde7203         8      9      5      1      3      2      
Vardas7204          Pavarde7204         10     2      7      5      3      4      
Vardas7205          Pavarde7205         10     10     5      4      1      1      
Vardas7206          Pavarde7206         3      1      10     8      8      5      
Vardas7207          Pavarde7207         4      2      9      9      5      4      
Vardas7208          Pavarde7208         5      3      1      9      10     10     
Vardas7209          Pavarde7209         5      10     10     10     8      8      
Vardas7210          Pavarde7210         9      9      4      2      6      10     
Vardas7211          Pavarde7211         6      5      1      9      2      1      
Vardas7212          Pavarde7212         9      5      3      2      7      8      
Vardas7213          Pavarde7213         7      4      4      3      8      5      
Vardas7214          Pavarde7214         1      5      6      10     1      5      
Vardas7215          Pavarde7215         9      3      6      1      3      7      
Vardas7216          Pavarde7216         6      8      3      2      8      5      
Vardas7217          Pavarde7217         1      7      4      2      1      3      
Vardas7218          Pavarde7218         1      2      6      2      4      8      
Vardas7219          Pavarde7219         2      8      4      8      6      5      
Vardas7220          Pavarde7220         8      7      3      6      1      5      
Vardas7221          Pavarde7221         6      3      10     3      8      1      
Vardas7222          Pavarde7222         5      9      5      7      10     9      
Vardas7223          Pavarde7223         1      1      10     2      1      5      
Vardas7224          Pavarde7224         8      1      8      4      6      4      
Vardas7225          Pavarde7225         6      7      1      8      5      10     
Vardas7226          Pavarde7226         6      1      1      1      4      1      
Vardas7227          Pavarde7227         10     5      5      10     5      6      
Vardas7228          Pavarde7228         10     2      9      8      9      6      
Vardas7229          Pavarde7229         9      7      2      7      5      2      
Vardas7230          Pavarde7230         10     10     9      2      7      9      
Vardas7231          Pavarde7231         3      7      1      6      7      7      
Vardas7232          Pavarde7232         1      9      10     7      7      10     
Vardas7233          Pavarde7233         1      2      8      2      4      7      
Vardas7234          Pavarde7234         10     8      3      7      1      3      
Vardas7235          Pavarde7235         5      4      1      7      2      5      
Vardas7236          Pavarde7236         8      8      5      4      2      2      
Vardas7237          Pavarde7237         2      8      3      1      9      4      
Vardas7238          Pavarde7238         1      9      8      6      6      1      
Vardas7239          Pavarde7239         6      2      6      7      2      5      
Vardas7240          Pavarde7240         4      9      10     7      1      5      
Vardas7241          Pavarde7241         2      10     5      8      5      4      
Vardas7242          Pavarde7242         5      8      9      10     4      5      
Vardas7243          Pavarde7243         4      10     1      1      3      7      
Vardas7244          Pavarde7244         4      10     9      3      9      1      
Vardas7245          Pavarde7245         1      2      2      6      9      1      
Vardas7246          Pavarde7246         6      7      9      3      6      8      
Vardas7247          Pavarde7247         7      8      1      6      4      10     
Vardas7248          Pavarde7248         1      1      1      7      6      5      
Vardas7249          Pavarde7249         10     10     1      1      8      1      
Vardas7250          Pavarde7250         10     8      6      4      1      2      
Vardas7251          Pavarde7251         7      5      7      1      3      1      
Vardas7252          Pavarde7252         8      8      2      1      10     3      
Vardas7253          Pavarde7253         7      2      5      4      10     10     
Vardas7254          Pavarde7254         8      6      4      10     10     9      
Vardas7255          Pavarde7255         1      7      8      4      7      7      
Vardas7256          Pavarde7256         3      6      1      3      3      3      
Vardas7257          Pavarde7257         10     2      8      9      10     7      
Vardas7258          Pavarde7258         8      2      2      4      5      2      
Vardas7259          Pavarde7259         3      2      4      3      3      6      
Vardas7260          Pavarde7260         1      2      4      5      9      3      
Vardas7261          Pavarde7261         5      9      10     4      7      8      
Vardas7262          Pavarde7262         9      3      10     2      8      6      
Vardas7263          Pavarde7263         6      4      5      5      6      1      
Vardas7264          Pavarde7264         7      10     5      10     1      5      
Vardas7265          Pavarde7265         6      8      8      5      6      5      
Vardas7266          Pavarde7266         8      4      1      9      5      3      
Vardas7267          Pavarde7267         1      3      9      4      6      5      
Vardas7268          Pavarde7268         6      5      5      4      2      6      
Vardas7269          Pavarde7269         5      9      6      8      4      10     
Vardas7270          Pavarde7270         6      7      10     8      7      8      
Vardas7271          Pavarde7271         8      8      2      6      6      6      
Vardas7272          Pavarde7272         10     10     2      2      4      8      
Vardas7273          Pavarde7273         1      5      3      6      8      6      
Vardas7274          Pavarde7274         8      9      2      6      1      5      
Vardas7275          Pavarde7275         4      7      3      8      6      7      
Vardas7276          Pavarde7276         2      9      2      1      9      3      
Vardas7277          Pavarde7277         10     5      2      4      1      1      
Vardas7278          Pavarde7278         6      10     5      8      9      10     
Vardas7279          Pavarde7279         3      3      3      3      7      5      
Vardas7280          Pavarde7280         3      2      3      5      10     3      
Vardas7281          Pavarde7281         4      2      2      7      9      6      
Vardas7282          Pavarde7282         2      9      10     2      4      7      
Vardas7283          Pavarde7283         9      5      9      4      1      4      
Vardas7284          Pavarde7284         6      8      7      10     3      9      
Vardas7285          Pavarde7285         8      8      4      3      2      8      
Vardas7286          Pavarde7286         2      10     7      8      10     1      
Vardas7287          Pavarde7287         10     3      1      7      5      3      
Vardas7288          Pavarde7288         3      4      8      6      3      9      
Vardas7289          Pavarde7289         5      8      2      5      8      2      
Vardas7290          Pavarde7290         2      9      6      8      5      3      
Vardas7291          Pavarde7291         2      2      7      2      1      4      
Vardas7292          Pavarde7292         8      5      1      1      5      4      
Vardas7293          Pavarde7293         7      9      4      6      6      6      
Vardas7294          Pavarde7294         1      4      6      5      8      6      
Vardas7295          Pavarde7295         10     4      4      3      1      3      
Vardas7296          Pavarde7296         4      3      8      1      6      5      
Vardas7297          Pavarde7297         1      6      1      2      2      7      
Vardas7298          Pavarde7298         1      7      8      4      8      1      
Vardas7299          Pavarde7299         10     8      4      8      7      10     
Vardas7300          Pavarde7300         10     2      4      6      7      6      
Vardas7301          Pavarde7301         10     9      5      5      10     8      
Vardas7302          Pavarde7302         2      7      1      9      8      5      
Vardas7303          Pavarde7303         2      7      1      3      7      3      
Vardas7304          Pavarde7304         5      10     8      1      6      4      
Vardas7305          Pavarde7305         5      6      10     9      7      5      
Vardas7306          Pavarde7306         2      7      2      7      3      3      
Vardas7307          Pavarde7307         10     2      1      10     7      8      
Vardas7308          Pavarde7308         2      6      6      1      1      9      
Vardas7309          Pavarde7309         5      4      4      4      7      6      
Vardas7310          Pavarde7310         2      7      9      6      5      10     
Vardas7311          Pavarde7311         3      10     8      10     6      8      
Vardas7312          Pavarde7312         6      7      4      3      1      6      
Vardas7313          Pavarde7313         6      6      3      3      8      10     
Vardas7314          Pavarde7314         8      3      7      8      10     10     
Vardas7315          Pavarde7315         6      7      5      10     6      10     
Vardas7316          Pavarde7316         3      9      2      9      5      6      
Vardas7317          Pavarde7317         7      8      8      3      10     7      
Vardas7318          Pavarde7318         4      7      7      2      10     9      
Vardas7319          Pavarde7319         2      2      7      5      10     1      
Vardas7320          Pavarde7320         9      10     10     6      6      2      
Vardas7321          Pavarde7321         10     1      3      1      1      9      
Vardas7322          Pavarde7322         1      6      5      5      9      5      
Vardas7323          Pavarde7323         3      9      10     1      9      9      
Vardas7324          Pavarde7324         8      5      10     6      8      3      
Vardas7325          Pavarde7325         6      5      1      8      10     10     
Vardas7326          Pavarde7326         3      8      1      6      6      6      
Vardas7327          Pavarde7327         10     10     5      10     4      8      
Vardas7328          Pavarde7328         9      1      2      3      7      1      
Vardas7329          Pavarde7329         10     5      2      9      5      8      
Vardas7330          Pavarde7330         9      5      6      3      1      6      
Vardas7331          Pavarde7331         2      9      7      10     8      8      
Vardas7332          Pavarde7332         9      6      2      9      7      3      
Vardas7333          Pavarde7333         9      6      6      3      8      3      
Vardas7334          Pavarde7334         3      1      10     5      2      9      
Vardas7335          Pavarde7335         3      10     8      2      8      9      
Vardas7336          Pavarde7336         8      10     10     4      9      9      
Vardas7337          Pavarde7337         4      2      2      9      7      1      
Vardas7338          Pavarde7338         10     10     6      5      6      8      
Vardas7339          Pavarde7339         9      10     5      4      8      5      
Vardas7340          Pavarde7340         1      10     5      8      1      5      
Vardas7341          Pavarde7341         6      2      6      10     9      8      
Vardas7342          Pavarde7342         1      9      9      8      6      9      
Vardas7343          Pavarde7343         8      6      4      5      3      8      
Vardas7344          Pavarde7344         6      5      3      2      5      4      
Vardas7345          Pavarde7345         3      10     8      1      8      9      
Vardas7346          Pavarde7346         6      9      3      5      7      2      
Vardas7347          Pavarde7347         3      1      7      7      9      6      
Vardas7348          Pavarde7348         1      8      3      10     2      2      
Vardas7349          Pavarde7349         4      9      3      3      8      4      
Vardas7350          Pavarde7350         9      9      7      2      9      2      
Vardas7351          Pavarde7351         3      10     5      4      1      9      
Vardas7352          Pavarde7352         4      3      4      5      7      9      
Vardas7353          Pavarde7353         2      5      9      6      10     4      
Vardas7354          Pavarde7354         1      3      8      8      8      2      
Vardas7355          Pavarde7355         2      10     4      7      10     5      
Vardas7356          Pavarde7356         6      7      1      5      6      2      
Vardas7357          Pavarde7357         5      10     6      6      4      8      
Vardas7358          Pavarde7358         5      10     5      5      6      4      
Vardas7359          Pavarde7359         4      7      3      6      7      6      
Vardas7360          Pavarde7360         1      8      7      10     2      1      
Vardas7361          Pavarde7361         10     6      8      3      1      6      
Vardas7362          Pavarde7362         10     6      1      3      5      10     
Vardas7363          Pavarde7363         3      1      6      7      1      9      
